track_id,artists,trackname,album
4ygVDf6cu9e7BOJSYXixwi,Move.meant,The Scope Of Things,The Scope Of Things
00ZVPnseetpqnOoVRj8OGm,Mr. J. Medeiros,Amelie (feat. 20Syl of Hocus Pocus),Of Gods and Girls
4XtAti3WJYPprziACK1ko4,Mr. J. Medeiros,Strangers,Of Gods and Girls
2ULHbdLYT3jrUDjyfqs4wq,Mr. J. Medeiros,Constance,Of Gods and Girls
4Ne745hbsHuxrmWtl4NOD4,Mr. J. Medeiros,Change (feat. Strange Fruit & Res of The Procussions),Of Gods and Girls
04FFVBVc265VKBa6JlUXDS,Mr. J. Medeiros,Half A Dream (feat. Marty James of One Block Radius),Of Gods and Girls
0SRS2d1LR4LKgJ3Oy8vRcQ,Mr. J. Medeiros,Her Wings,Of Gods and Girls
1ovk70GYMe71eDp1zjYUrO,Mr. J. Medeiros,Call You,Of Gods and Girls
26Izh06V7txOWIEaPGd080,Nas,"N.Y. State of Mind, Pt. ll",I Am...
3gY6tiCNsuVi6s8kPV6aQg,Nas,Nas Is Like,I Am...
1AHfovSnGPVYKaahRtA0U6,Nas,The Message,It Was Written
2dJwnskDT5AHUso6o1Acnp,Nas,Watch Dem Niggas (feat. Foxy Brown),It Was Written
1tJRS17TxD5bwdTk8ehP93,Nas,Take It In Blood,It Was Written
2Ja3UauMDeQnq4sI8a64Ys,Nas,"Affirmative Action (feat. AZ, Cormega & Foxy Brown)",It Was Written
6DWdTk7UaZ6LIYYCFvmgX7,Nas,Shootouts,It Was Written
5PQmSHzWnlgG4EBuIqjac2,Nas,If I Ruled the World (Imagine That) (feat. Lauryn Hill),It Was Written
0trHOzAhNpGCsGBEu7dOJo,Nas,N.Y. State of Mind,Illmatic
2LhhnqrHPWvXYveZVHLKrd,Nas,Life's a Bitch (feat. AZ & Olu Dara),Illmatic
7G3lxTsMfSx4yarMkfgnTC,Nas,The World Is Yours,Illmatic
2PRsh2LNPxoxC9OnErnelg,Nas,Halftime,Illmatic
2W58HMaCbjcUfZnZaeHtcC,Nas,Memory Lane (Sittin' in da Park),Illmatic
27u3Rh4IWYPdwVST20ALrt,Nas,One Love (feat. Q-Tip),Illmatic
3p50PUgtBHM6rwUuD3RfFV,Nas,One Time 4 Your Mind,Illmatic
6DPrhGVJ1WTZvM9fKptnGe,Nas,Represent,Illmatic
2CPturRUlpvirYr7VpkXCV,Nas,It Ain't Hard to Tell,Illmatic
3gjhNy1HN9SrQ8CCevvOuS,Nomak,Next Dimension,Dynamic Meditation Instrumental Limited
1wpufRmtgUBaPEMkRG8Som,Nomak,Soarer,Dynamic Meditation Instrumental Limited
05E8TYnIY7sY9yaJGQr5HM,Nomak,Feel It All,Dynamic Meditation Instrumental Limited
1yJRoiNcItsgu0YJh55iKK,Nomak,Open Out,Dynamic Meditation Instrumental Limited
1tGZX1Hml2hStdcFqcH8UI,Jurassic 5,Future Sound,Feedback
7GqHU8B2zuagaK1OGY5Jyf,Nomak,Never Lost Control,Dynamic Meditation Instrumental Limited
5DECMqMVwRHcwo9budkhKw,Nomak,Rise Up,Dynamic Meditation Instrumental Limited
3w0se0jTVNvjW9J8qeQeCs,Nomak,High Grade Standard,Dynamic Meditation Instrumental Limited
5lCIhKyQSHTbWvy8AXJjfX,Nomak,The Universe,Dynamic Meditation Instrumental Limited
0UtWv7n9PhTJqVlCIMyWj4,Nomak,Fluffy Cloud,Dynamic Meditation Instrumental Limited
5Eeh2eoO05riDs6tgI3WtS,Nomak,Heartful Memories,Dynamic Meditation Instrumental Limited
4SfHJRyZsVkh1EUdIkyOkd,Nomak,Geishas In The Days (Shin-Ski Remix),Recalm
2zzLXFPMoKwu7gdAeXDRYt,Shin-Ski,Time,Shattered Soul On A Pastel Sky
1h54K4LkJUBgd0GPFu6kCt,Shin-Ski,Peace of Mind,Shattered Soul On A Pastel Sky
3EgSVdWbK462Rv0wONtMnL,O.C.,Creative Control,Word...Life (Deluxe Edition)
4yXiUhfnGGbSLh03iciKvi,O.C.,Word...Life,Word...Life (Deluxe Edition)
2o3XmnANFfDwpUIly0kKCu,O.C.,O-Zone,Word...Life (Deluxe Edition)
7oCZpPJcPDZfeIy2t6gqSg,O.C.,Born 2 Live,Word...Life (Deluxe Edition)
1SmwAWXbbfebOhfxUke3k4,O.C.,Point O Viewz,Word...Life (Deluxe Edition)
1rxbz8vhGvydIbOWkh60gw,Oddisee,Like Really,The Iceberg
5eCCYMsqqnbWdK7jbNd32x,Oddisee,Right Side of the Bed,The Odd Tape
5ZlxNBf4HHcqIowTK1n2US,Oddisee,The Carter Barron,Rock Creek Park
5WyFoF6uUqZNz7JZbevlTQ,Oddisee,Scenic Route To You,Rock Creek Park
4WlaOWCgugyGDxD3gyeWtY,Oddisee,Beach Dr.,Rock Creek Park
76wF4epI859TiEDAGRxGy5,Oddisee,Clara Barton,Rock Creek Park
2yp70Z5wQgl1YAUEJInSvm,Oddisee,Closed After Dark,Rock Creek Park
0Amogu0Ktx41j7ppOav2JT,Oddisee,Everyday People,Odd Seasons
2LV3wp3dhYsIYT4kcx2I7J,Oddisee,Saw Myself Today,Odd Seasons
6nFQ4mZwZIRJO6VzIG5Feo,Oddisee,The Richers,Odd Seasons
0hKTY9zjSXUGH93NpGCuJF,Oddisee,I'm From PG,Odd Seasons
104GvGZMIIWvUiCDqM5tDE,Oddisee,Chocolate City Dreaming,Odd Seasons
2A93LuPipRhxT5crlsgmSZ,Oddisee,Endure,101
53jkwTs2XxBXd5tImw87Be,Oddisee,All Because She's Gone,101
6mjWn2AUVnKJBQ3Mn8MWwT,Oddisee,Chain Letter - 102 v2,102
4A4xPOo5zdk5GTmImq5xnr,Oddisee,Searchin - 102 v2,102
5GSJU1MeutUrWsDhKNRAEF,Kev Brown,Always,Always / Albany
5oZzpFGTtA9qh64Sn04k2O,Kenn Starr,Relentless,Starr Status
0JBhKZXtXHJDYgLfsYKrwh,Kenn Starr,U Will,Starr Status
2fjnCo47ZOLUoDaZNCGWRe,Kenn Starr,Nothing But Time,Starr Status
6xCgTBM4YZcyJQygIJUwvq,Kenn Starr,Another Day,Starr Status
6M5xrI0wSlKkjMuhzMnIxa,Ohmega Watts,Model Citizen,Watts Happening
2dAXaw1QAIGaKt0b0A9Ily,Ohmega Watts,Adaptacao (feat. Tita Lima),Watts Happening
1cbkoeUFvcJBjnZBi5gF4A,Ohmega Watts,The Platypus Strut,Watts Happening
71R3W60owcqxVcCdFLVFfM,Othello,John and Joan,The Required Taste
2kXI9Ac7xPSDTzxathuSVw,Othello,Road Letters,The Required Taste
6ojBTnhoI0BFjUyxKn7tr9,Othello,Floor One,Elevator Music
2II1WJawcwZMSEzPCa6XPx,Othello,Rock Rock,Elevator Music
3gUZtE0tqFTzaijyxozAER,Othello,Season's Greetings feat. Siren's Echo,Elevator Music
5Erpo5c3mvKLWWMSeqQMfR,Othello,Elevator Music,Elevator Music
68qneC5H6He82i8nZnGNau,Othello,Organic,Elevator Music
2MJfnSg4nzHZuAR1ZZOYwB,People Under The Stairs,Anotha (BBQ),Fun DMC
2y305dw9T61Bng18jAYgMV,People Under The Stairs,Letter 2 c/o The Bronx,Fun DMC
5V0kpRwtr9Po3JMVhAMheH,People Under The Stairs,Plunken Em,...Or Stay Tuned
1vL7QKgFwR58p6a8nNLpqV,People Under The Stairs,Road Beaters,...Or Stay Tuned
7AkYsUnLbvYtx1xkFB9oDJ,People Under The Stairs,Yo,...Or Stay Tuned
0aTocshigPUgmOGnP3jCwh,People Under The Stairs,Suite for Beaver Pt. 2,O.S.T.
18LE5EslSQkAlj3GeNM8SL,People Under The Stairs,Keepin It Live,O.S.T.
6Gkdq550XBZoACE78rYD6g,People Under The Stairs,The L.A. Song,O.S.T.
3MMXDdoiIVJq8QJ9RV98FW,Pete Rock,Give It To Ya,Soul Survivor II
5fT8KQWI7xkHjbFigRrQTi,Pete Rock,Just Do It,Soul Survivor II
7CD6zKBoNQubWGTrTuLSGu,Pete Rock,Its A Love Thing,Soul Survivor II
6ZzrE0NgGQA4ftS1w8Xwt0,Pete Rock,Beef,Soul Survivor II
3mOdwePkIx0wRPqugh3cn4,Pete Rock,Fly Till I Die,Soul Survivor II
2ooOECCm40qvz3uJn8m49P,Pete Rock,Niggaz Know,Soul Survivor II
6jn2A66ztgXPrpeNsdiGHE,Pete Rock,Tru Master (with Inspectah Deck & Kurupt),Soul Survivor
3nTtb7EAT90Z2d96MUaid8,Pete Rock,Respect Mine (feat. OC),Soul Survivor
3wxWjt3eTnzGKeX4sqaWmd,Pete Rock,Tha Game,Soul Survivor
0KLP6GM7rrlrmF0kB6QLpn,Pete Rock,It's About That Time (feat. Black Thought & Rob O),Soul Survivor
5VezGILgwg3dfdFll5G6k3,Pete Rock,Take Your Time,Soul Survivor
0z1kBcVD6PdUUAXC5jp1bB,Pete Rock,Soul Survivor (feat. Ms Jones),Soul Survivor
4hReCCyHVUlwpoMO4utjFb,Pete Rock,Da Two (feat. C.L. Smooth),Soul Survivor
6PoH4r8PnE0VncnZy5pfoG,Pete Rock,"Strange Fruit (feat. Cappadonna, Sticky Fingaz & Tragedy Khadafi)",Soul Survivor
3yL6iLEcVpOQzPFjYKh67A,Pete Rock & C.L. Smooth,Return of the Mecca,Mecca And The Soul Brother
4dI2tnLrhe8u4jWjoLC5NK,Pete Rock & C.L. Smooth,Straighten It Out,Mecca And The Soul Brother
2Mb3zpobD0CvJGWv6NpsPy,Pete Rock & C.L. Smooth,They Reminisce Over You (T.R.O.Y.),Mecca And The Soul Brother
4fDEfe4dirmbuuYzq5CCKY,The Pharcyde,Bullshit,Labcabincalifornia
43hb8WhNDAbs305wDRxPMq,The Pharcyde,Pharcyde,Labcabincalifornia
4KQ1CKUUcH68clJnR8C8AW,The Pharcyde,Groupie Therapy,Labcabincalifornia
1i7tKveM6Wo3dG31c5OwAL,The Pharcyde,Runnin',Labcabincalifornia
6HadZejJaG1KfJkXC4HAbv,The Pharcyde,She Said,Labcabincalifornia
0CSxUV0UjjP8OnGAjK9Gxq,The Pharcyde,Somethin' That Means Somethin',Labcabincalifornia
1OtuQOXXwUlVtANl1FeYZg,The Pharcyde,Drop,Labcabincalifornia
7dSlbdgg3Ty5np4I3BJ1nW,The Pharcyde,Devil Music,Labcabincalifornia
1mvk9NqJbnkeqg9uTErEq4,The Pharcyde,The E.N.D.,Labcabincalifornia
2dBHWIttcCBjPEXbaBvyDW,The Pharcyde,Oh Shit,Bizarre Ride II The Pharcyde
3Idgk0phpc2oewAJzKgoU4,The Pharcyde,Ya Mama,Bizarre Ride II The Pharcyde
4G3dZN9o3o2X4VKwt4CLts,The Pharcyde,Passin' Me By,Bizarre Ride II The Pharcyde
2I2TQiBVoyrEV4NwP4JpBX,The Procussions,We Gotta,As Iron Sharpens Iron
5g7kSnBzLJK9MYDGpk3aa3,The Procussions,All That It Takes,As Iron Sharpens Iron
3rl4fNeleIfUEvtNHQPIwn,The Procussions,Life of Brian,Up All Night EP
20pnDo6cRSHKvhopSTwo1e,Mr. J. Medeiros,Amelie,Of Gods and Girls
4S9BCQGEBBYtNLX1RoQECQ,Mr. J. Medeiros,Silent Earth,Of Gods and Girls
7GncPiWt9pQXOSpCneZINX,Mr. J. Medeiros,Change,Of Gods and Girls
3KlokmZmnUE7ppwA4xZGFO,Mr. J. Medeiros,Half a Dream,Of Gods and Girls
6180Fv9Y1zovHtrIVaTGSM,Q-Tip,Won't Trade,The Renaissance
2EsBCpGIwi0GqhaFmNOPIS,Q-Tip,Gettin Up,The Renaissance
2uzh5qBVhABjpKXczn4tGT,Q-Tip,Move,The Renaissance
4ihpHBBrKr6wpyAkhoyfmh,Q-Tip,Life Is Better,The Renaissance
5eek5ywenYeGPZGSQtUmFk,Q-Tip,Believe,The Renaissance
4gG8Con8ojDTdgyHYq4e6B,Quasimoto,Broad Factor,"Yessir, Whatever"
0e9PfKPIf2UH3njMqAXI8S,Quasimoto,Planned Attack,"Yessir, Whatever"
1lqgfrnKT6l5vIaVkmFiUv,Quasimoto,Brothers Can't See Me,"Yessir, Whatever"
331OBq6Xu3D3tPldDlLCRL,Quasimoto,Catchin' the Vibe,"Yessir, Whatever"
5WLsAfajvm43QnQVa1aZbN,Quasimoto,Am I Confused?,"Yessir, Whatever"
17OSBJahVbldT576FQ8xrW,Quasimoto,Sparkdala,"Yessir, Whatever"
5TRc1QskCOnSjObg9k5B9U,Quasimoto,The Exclusive,The Further Adventures of Lord Quas
6f9gbZYbAqHq2rK1ZjZruf,Raekwon,Knuckleheadz (feat. Ghostface Killah & U-God),Only Built 4 Cuban Linx...
3SL3GG9Bs7m1s9aqhjCeIa,Raekwon,Incarcerated Scarfaces,Only Built 4 Cuban Linx...
6SI4JD7iyQ0rrudhCNtMv0,Raekwon,"Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)",Only Built 4 Cuban Linx...
2Ik0sIJPSV8aau7fDS9jJv,Raekwon,Heaven & Hell (feat. Ghostface Killah),Only Built 4 Cuban Linx...
7sYTTDcIXIME0YdSeRSHkF,Shad,New School Leaders,When This Is Over
0kqoz7qQVrPTyLs6k6Es94,Shad,Rock To It,When This Is Over
3OzE4VUNzThNBqwf4ccWSc,Slum Village,Scheming,Villa Manifesto
1143bh0TuYsOUoz5V3r8ZX,Slum Village,Don't Fight The Feeling,Villa Manifesto
6mJ80ccKkOZYODIxfyaUJs,Slum Village,Conant Garden,"Fan-Tas-Tic, Vol. 2"
21NESPAlEpCZkeAG5sJDOy,Slum Village,I Don't Know,"Fan-Tas-Tic, Vol. 2"
7i47lf1W2WA41wagWBD3zH,Slum Village,Climax,"Fan-Tas-Tic, Vol. 2"
22lSDzb1uOnA99x95WK1fv,Slum Village,Hold Tight,"Fan-Tas-Tic, Vol. 2"
4pXDDppLhMn7cA71CDd5Cz,Slum Village,Untitled/Fantastic,"Fan-Tas-Tic, Vol. 2"
6xrjmQMIIYgLgjCOeq2dee,Slum Village,Get Dis Money,"Fan-Tas-Tic, Vol. 2"
04cDbzwCglhaQUTXpschq1,Slum Village,Once Upon a Time,"Fan-Tas-Tic, Vol. 2"
42il7TuY2vBP0QnWnjpxnI,Slum Village,Players,"Fan-Tas-Tic, Vol. 2"
7jneyGDwdZUC5sLw1Bijb7,Slum Village,2U 4U,"Fan-Tas-Tic, Vol. 2"
6BllwXqb34x6WkRlYOJA0C,Slum Village,CB4,"Fan-Tas-Tic, Vol. 2"
6VNEmPC59IgKtbXNYkuFV0,Slum Village,Go Ladies,"Fan-Tas-Tic, Vol. 2"
5Swsw4ceP3CJeXsTV9t3Pv,Slum Village,Thelonious,"Fan-Tas-Tic, Vol. 2"
1fYr01WpoWIJRqc5INOSwF,Slum Village,Do You,Detroit Deli (A Taste Of Detroit)
7sZCAHP2duHwr5M5K7lHsb,Slum Village,Selfish,Detroit Deli (A Taste Of Detroit)
6OM7hmVzY7z3wyQDh7EgRC,Slum Village,Closer,Detroit Deli (A Taste Of Detroit)
6X0t1WXXA7j8T7XqSvlifO,Slum Village,Old Girl/Shining Star - Medley,Detroit Deli (A Taste Of Detroit)
0kj8z5tAgp8ycPG3sU6R9G,Slum Village,Keep Holding On,Detroit Deli (A Taste Of Detroit)
4o8DOGfUL8nIKltWIpDvBa,Slum Village,Reunion,Detroit Deli (A Taste Of Detroit)
65Q7Uaj1qh6XunO5rrcClt,Slum Village,Insane,"Trinity (Past, Present And Future)"
2KBo6O5rkNdtYT3wYjkEkq,Slum Village,Fall In Love,"Fantastic, Vol. 2.10"
6tc2nHTmQjXQXo2ybeVZB7,Slum Village,Tainted,"Trinity (Past, Present And Future)"
5GgEaw77tURXiOJ9hkE7SD,Slum Village,Disco,"Trinity (Past, Present And Future)"
7lGqCvOBRuJ5QRZF5bET6N,Slum Village,Slumber,"Trinity (Past, Present And Future)"
6z5B7T2q0ccf9oTcYW0Tmm,Slum Village,S.O.U.L.,"Trinity (Past, Present And Future)"
5kMKx1ohvu9tuRjVjoVPxX,Souls Of Mischief,Tour Stories,Montezuma's Revenge
24ghto2rV1PQKFiJbI7FXp,Souls Of Mischief,Proper Aim,Montezuma's Revenge
2myh3XJOPuUX5ENndySIhY,Souls Of Mischief,Dead Man Walking,Montezuma's Revenge
1twYcWHOJ2eDvmsrWHX1qN,Souls Of Mischief,No Man's Land,No Man's Land
7cWBZp4s7zB5OJFtfeGrXe,Souls Of Mischief,Freshdopedope,No Man's Land
0Lrc2QS2C8ZwdKOqUZ8AuI,Souls Of Mischief,Yeah It Was You (feat. Pep Love),No Man's Land
2CxZESKjoN4Un4rTJYpwu3,Souls Of Mischief,Let 'Em Know,93 'til Infinity
3uxEUkg8yS9kqgVBprp4xi,Souls Of Mischief,Live and Let Live,93 'til Infinity
2tyF3qLQHDweok9i7r6t7m,Souls Of Mischief,That's When Ya Lost (feat. Pep Love),93 'til Infinity
7gX6JfIHgPeiaTbfJeTU2K,Souls Of Mischief,A Name I Call Myself,93 'til Infinity
0ZZIAJPWArRVOb1ORqJyIa,Souls Of Mischief,Disseshowedo,93 'til Infinity
5EvIuxXZKuYxRIuZUyec6d,Souls Of Mischief,What a Way to Go Out,93 'til Infinity
4J9X8X9LA10qwcgqm1HS7l,Souls Of Mischief,Never No More,93 'til Infinity
0PV1TFUMTBrDETzW6KQulB,Souls Of Mischief,93 'Til Infinity,93 'til Infinity
5r3mygnS9nfqQqz1I2cLLs,Souls Of Mischief,Limitations (feat. Casual & Del Tha Funkeé Homosapien),93 'til Infinity
1IhbRAiJjVqsUyBcqP3S1p,Souls Of Mischief,Anything Can Happen,93 'til Infinity
2H3Ee8gYFvCZ2ivuOl5wwI,Souls Of Mischief,Make Your Mind Up,93 'til Infinity
7AtIiXwzq1xOvOPws0NX5T,Souls Of Mischief,Batting Practice,93 'til Infinity
2HoinVXGivQoUGO49A1HjN,Souls Of Mischief,Tell Me Who Profits,93 'til Infinity
0ixe9nr7w3igQvXZ2njVNg,Soulstice,Book Of Days,Dead Letter Perfect
5YaAIlGMSOOHwyZaEIMy7E,Soulstice,Dreamer,Dead Letter Perfect
1gizA24XWnFOW6jUDXFRCM,Soulstice,The Time,Dead Letter Perfect
29bkyNEPMi1fETnPT5TkXx,Soulstice,Still Love,Dead Letter Perfect
3hk5Ca2RJTWrQVry5B5C81,Soulstice,No Chance,Dead Letter Perfect
1sSVVfCr2Gbq1FFmWpwsqt,Soulution,Hey Now ft. Project Move,Shine Through
1EMmlTx2llLAW8CuHg5z2t,Soulution,Love Life ft. El Gambina,Shine Through
5bo0WYAx0i2DvKSBisytMA,Specifics,Look Alive,II
4wMLzlZeLwrm3PV2P7wcP9,Specifics,Lampin,II
267kKkYC5EXO6FOeEiOATs,Specifics,Fresh,II
3eQRmEGLOsF3cSgvlTDkv9,Specifics,Let's Get,II
7DGHS052DCMCzXwonhRot5,Specifics,Craig's House,Lonely City
7AMX9KkNAySqhIoQkCJ8so,Specifics,Take Me Back,Lonely City
3skrCtymulRaHYlLDm762l,Specifics,Lonely City,Lonely City
5HWe3SQt84D5jBbFQP73Dx,Specifics,Under the Hood,Lonely City
1zvi3qCFkPDDE7tk91N0qE,Strange Fruit Project,You (The Only Ones),The Healing
3L90l542mkp6ZjIq0GNepJ,Strange Fruit Project,Under Pressure,The Healing
68wyVEf3lUZeWMrGo9ula0,Strange Fruit Project,Stand up,From Divine - Special Edition
6H5FjXyJ9RLpzN6BbPywPf,Strange Fruit Project,In the Garden,From Divine - Special Edition
07Q56uPVQHJw7a1e4d8EJu,Strange Fruit Project,Hypnotix,From Divine - Special Edition
5XhVDACHIDD7rCEEd3skYQ,Strange Fruit Project,Luv Is,Soul Travelin'
1H7L66uMYxG6MpB2r4DklO,Strange Fruit Project,All the Way,Soul Travelin'
1OkR9a1HEPpZWYjYlIGCtt,Strange Fruit Project,Move,Soul Travelin'
7i7kKUrViJTZLkO527fO6d,Strange Fruit Project,Soul Travelin',Soul Travelin'
4sZQkazGklOBCez22YCcAE,Strange Fruit Project,Strange,Soul Travelin'
1AzANoEsHHNkuAinahdPyI,Strange Fruit Project,Gotta Lotta,Soul Travelin'
03qEvXKj7kp3hzJ7BUnZ8P,Suff Daddy,Chinatown Chill,Hi-Hat Club Vol.2 - Suff Draft
7hpZVVVUltUX7RWod7BxaV,Suff Daddy,The Paper,Hi-Hat Club Vol.2 - Suff Draft
5lPLKH6yTlkX7Ql4GTCXt5,Suff Daddy,D.I. Luv,Hi-Hat Club Vol.2 - Suff Draft
6IIOqbTbQu0keY2gRCxYSN,Suff Daddy,S.Ex. - Suff Experiment,Hi-Hat Club Vol.2 - Suff Draft
2ZMFFNYyQU5qtzRUpZyOHF,Suff Daddy,High Life,Hi-Hat Club Vol.2 - Suff Draft
5mzkNPKVtEoa1tl86xgoy5,Suff Daddy,One For Rawls,Hi-Hat Club Vol.2 - Suff Draft
7LZF3vgjsdWVqBhOyVRIrn,Suff Daddy,Suff In China,Hi-Hat Club Vol.2 - Suff Draft
04E5VHM8trBSUbjs9h3Bjx,Supersci,A Deuce Or An Ace,Pinetrees On The Pavement
5JwSnKPcuhWbSCDfvr6EVe,Supersci,On Production,Pinetrees On The Pavement
0sztU8yO2eSFM7PCAeKdAT,Talib Kweli,Never Been In Love,The Beautiful Struggle
3GO4H1QLotznBd14ARw0X4,Talib Kweli,Beautiful Struggle,The Beautiful Struggle
6O3BQCseUoIyvUTlopdoAf,Thes One,Target,Lifestyle Marketing
4IcoiXofDRAHnsMDAwaGSO,Thes One,Hy-Vee,Lifestyle Marketing
5gnB5VF9FVVG3cvOcz0UZy,Thes One,"Pan-Am, Pt. 1",Lifestyle Marketing
1Lg1lFzRCOcPpdaywAkhne,Thes One,"Pan-Am, Pt. 2",Lifestyle Marketing
1Bvv4ppFVqqdw8Tg7ewdM7,Think Twice with David Ryshpan,Bye Bye feat. the 49ers and Schubert,Jazz Carnival
4Nq9KftiSsvCPCsBnNSnE6,Think Twice with David Ryshpan,The Robe,Jazz Carnival
3DM5JazLSi6O3zsqXjlTMs,Think Twice with David Ryshpan,Dead Presidents,Jazz Carnival
1bR62PepXAcl8ncZbavHGz,Think Twice with David Ryshpan,Under The Hood,Jazz Carnival
2KXI41tQzWOtfOpjyUSwpz,Think Twice with David Ryshpan,Capricorn,Jazz Carnival
4vZYIxexeZaxJECWi0tCd3,Think Twice with David Ryshpan,"When The Smoke Clears feat. Golden Boy, Coates, and the 49ers",Jazz Carnival
0AYjbp72gxp9zuFK8tHtcB,Think Twice with David Ryshpan,Aj's Instrumental,Jazz Carnival
2MAaiV0bbeq4FpSwPe2rR8,A Tribe Called Quest,Find a Way,The Love Movement
67UpJLYBsYEAbe0Mm1xRf8,A Tribe Called Quest,Like It Like That,The Love Movement
0CNpv1jTH5mmqcZrh00WuM,A Tribe Called Quest,4 Moms (feat. Spanky),The Love Movement
1wjd0vLuy6pJzIZYdNJM0Y,A Tribe Called Quest,Pad & Pen (feat. D-Life),The Love Movement
4R8XY2fcKNW4zNug9Y1WLJ,A Tribe Called Quest,Busta's Lament,The Love Movement
532c24fiOVHY7iM28Y3r54,A Tribe Called Quest,Against The World (feat. Spanky),The Love Movement
6eoecTNy8OfZnS7QiTOMTy,A Tribe Called Quest,The Love,The Love Movement
1LuvccUiy1j9y8hpPBzQNh,A Tribe Called Quest,Get A Hold,"Beats, Rhymes & Life"
34DES5skEhdS6cuD9JUuVo,A Tribe Called Quest,Motivators,"Beats, Rhymes & Life"
0kMDFI2uqA16c8rWzXWlAU,A Tribe Called Quest,The Jam,"Beats, Rhymes & Life"
2KkCPpCjb9tM4mFdlstP7K,A Tribe Called Quest,The Pressure,"Beats, Rhymes & Life"
2uWMj52ImAeeGQFJmVlU5H,A Tribe Called Quest,1nce Again (feat. Tammy Lucas) - Radio Version,"Beats, Rhymes & Life"
4Y2EGk21K4WyycfH5jPArB,A Tribe Called Quest,Mind Power,"Beats, Rhymes & Life"
7f1UEGMBMuXfLBP5XANfrW,A Tribe Called Quest,The Hop,"Beats, Rhymes & Life"
3YQCClOSBrbKkeAhmGvkoP,A Tribe Called Quest,Keeping It Moving,"Beats, Rhymes & Life"
3jaEmUzw0Nt4GcyPkWEDCi,A Tribe Called Quest,Stressed Out (feat. Faith Evans),"Beats, Rhymes & Life"
671sDyeE398eD0sdGuVbZU,A Tribe Called Quest,Steve Biko (Stir It Up),Midnight Marauders
5YTM7OgQDt9EJAYcfHLniJ,A Tribe Called Quest,Award Tour,Midnight Marauders
0tBlp6zZ4j238CbdXCYy7A,A Tribe Called Quest,8 Million Stories,Midnight Marauders
4DcrZLp19qTdBYqc2bgj3V,A Tribe Called Quest,Sucka Nigga,Midnight Marauders
7g2BVLCYyGeVHGGFajED65,A Tribe Called Quest,Midnight,Midnight Marauders
4tnbcPfOSZq5VAU67XxIdN,A Tribe Called Quest,We Can Get Down,Midnight Marauders
32WDVNZXIAuu7EqncTTKjH,A Tribe Called Quest,Electric Relaxation,Midnight Marauders
3GRBtVv3gbDwu3e0nkTP74,A Tribe Called Quest,Clap Your Hands,Midnight Marauders
6FI3RJ58Ztl0X1VtA6pVs9,A Tribe Called Quest,Oh My God,Midnight Marauders
6qwFuoKqoDI1lOifvEVrPP,A Tribe Called Quest,Keep It Rollin',Midnight Marauders
5VEKqp658KuE7uIgTQDyVT,A Tribe Called Quest,"The Chase, Part II",Midnight Marauders
6YRZngBVAy2FgUQWk3lwL1,A Tribe Called Quest,Lyrics to Go,Midnight Marauders
3l30bDO9Kn2XJ9H2azq5PY,A Tribe Called Quest,God Lives Through,Midnight Marauders
4tEaytMs86hIaOSsiGoLcP,A Tribe Called Quest,Excursions,The Low End Theory
6GAemDMWAXa8wZOBkO1gar,A Tribe Called Quest,Buggin' Out,The Low End Theory
4MdEYuoGhG2RTG3erOiu2H,A Tribe Called Quest,Vibes and Stuff,The Low End Theory
4HfxDJ0uLHTLe0fZrx0MbQ,A Tribe Called Quest,Check the Rhime,The Low End Theory
33d7n0d2Ou4wQ5AcLrLTav,A Tribe Called Quest,Everything Is Fair,The Low End Theory
7AgMX97ljLm9BzszyyXEYZ,A Tribe Called Quest,Jazz (We've Got),The Low End Theory
0301nLjG0ti26rx5ZmfqtP,A Tribe Called Quest,Scenario - LP Mix,The Low End Theory
2ej1A2Ze6P2EOW7KfIosZR,Nujabes,Feather (feat. Cise Starr & Akin from CYNE),Modal Soul
6eGMwVVABqVTe9bWRIm498,Nujabes,reflection eternal,Modal Soul
4xlpJ99yL9xYQtzG6c3hwk,Nujabes,Luv(sic.) pt3 (feat. Shing02),Modal Soul
7mEPuj0XW6eK14Unu6IUc1,Nujabes,Eclipse (feat. Substantial),Modal Soul
4MbUcaX58NkUmKXe6FuBaV,Nujabes,Blessing It -remix (feat. Substantial & Pase Rock from Five Deez),Metaphorical Music
0JL9TZip7mL7iwC5EOkALS,Nujabes,Lady Brown (feat. Cise Starr from CYNE),Metaphorical Music
3yKLskgaU2py5ET4OBDQmg,Nujabes,Highs 2 Lows (feat. Cise Starr from CYNE),Metaphorical Music
3MZHDutJalh9C4DNLptn2v,Nujabes,The Final View,Metaphorical Music
5mDVMVXFqp1VwUqGfKtnbs,Typical Cats,Reinventing the Wheel,Typical Cats
3iuPMMG4UJrH3Ls6yNWV8Q,Typical Cats,Take a Number,Typical Cats
1a6qpJTqVB1QDp814Uw5LO,Typical Cats,Thin Red Line,Typical Cats
6rkV9hz91Rr5iHnMRPZdEQ,Viktor Vaughn,Vaudeville Villain,Vaudeville Villain
4i4P1ACAeWcyJTxQSd0prx,Viktor Vaughn,Can I Watch? (feat. Apani B as Nikki),Vaudeville Villain
5oSQQjaU1JzbNuaiYSKzyg,Viktor Vaughn,A Modern Day Mugging,Vaudeville Villain
2PQOX7Cz7WVT6QsDJEDhN1,Viktor Vaughn,Popsnot,Vaudeville Villain
